industry,company,city,state,country,lat,lng,mat_paid,mat_unpaid,pat_paid,pat_unpaid,rating,treatedFairly,wouldRecommend,match401k,childcare,flextime,healthcare,vacationAllowance,balance,culture,flexibility,hours,policies
Legal Services,Baker Botts LLP,Houston,Texas,USA,29.7604267,-95.3698028,12,12,-5,-5,4,50,50,null,null,null,null,,34,34,,null,34
Legal Services,Paul Weiss,New York,New York,USA,40.7127753,-74.0059728,18,-5,-5,-5,4,100,100,null,null,FALSE,null,4,34,34,,null,34
Legal Services,Robins Kaplan Miller & Ciresi,Minneapolis,Minnesota,USA,44.977753,-93.2650108,12,-5,-5,-5,4,0,100,null,null,TRUE,null,12,34,34,,null,34
Legal Services,Akerman LLP,Miami,Florida,USA,25.7616798,-80.1917902,12,-5,-5,-5,4,100,100,null,null,null,null,12,34,34,,null,34
Public Relations,Weber Shandwick,New York,New York,USA,40.7127753,-74.0059728,12,-5,6,-5,4,83,83,null,null,null,null,3,40,60,4,3,60
Educational Services,Cengage Learning,Boston,Massachusetts,USA,42.3600825,-71.0588801,8,4,-5,-5,4,100,100,TRUE,null,null,TRUE,,50,100,4,3,100
Technology,Blizzard Entertainment Inc.,Irvine,California,USA,33.6845673,-117.8265049,18,4,12,12,4,50,50,TRUE,null,null,TRUE,3,50,100,4,4,100
Industrial,Owens Corning,Toledo,Ohio,USA,41.6639383,-83.555212,6,6,-5,0,4,50,100,TRUE,null,null,null,,50,50,3,3,0
Natural Resources,Phillips 66,Houston,Texas,USA,29.7604267,-95.3698028,6,-5,0,-5,4,50,100,null,FALSE,null,#VALUE!,2,50,0,3,3,0
Pharmaceutical,Bayer AG,Leverkusen,,Germany,51.0459248,7.0192196,7,9,-5,-5,4,80,100,null,null,null,null,2,50,75,4,3,0
Technology,National Instruments,Austin,Texas,USA,30.267153,-97.7430608,6,6,0,0,4,100,100,null,null,null,null,,50,100,4,4,0
Technology,Blackbaud,Charleston,South Carolina,USA,32.7764749,-79.9310512,12,-5,-5,-5,4,50,100,null,null,null,null,4,50,50,1,4,0
Government,United Nations,New York,New York,USA,40.7127753,-74.0059728,16,-5,-5,-5,4,50,75,null,null,FALSE,null,4,75,25,4,3,0
Media,Kink.com,San Francisco,California,USA,37.7749295,-122.4194155,12,-5,12,-5,4,100,100,TRUE,TRUE,TRUE,TRUE,,100,100,4,3,100
Financial Services,PennyMac Loan Services,Westlake Village,California,USA,34.1466467,-118.8073729,6,12,1,12,4,100,50,TRUE,null,null,null,,100,50,3,3,0
Retail,LovelySkin,Omaha,Nebraska,USA,41.2523634,-95.9979883,0,6,0,0,4,100,100,null,null,TRUE,null,,100,0,2,3,0
Healthcare,Sentara Healthcare,Norfolk,Virginia,USA,36.8507689,-76.2858726,0,12,-5,-5,4,50,100,null,null,null,null,,100,0,2,3,0
Legal Services,Akin Gump Strauss Hauer & Feld LLP,Washington,DC,USA,38.9071923,-77.0368707,18,-5,-5,-5,4,100,100,null,null,null,null,4,100,100,3,3,100
Nonprofit,Catholic Relief Services,Baltimore,Maryland,USA,39.2903848,-76.6121893,6,6,-5,-5,4,0,100,null,null,TRUE,TRUE,,100,0,3,3,0
Insurance,Alliant Insurance Services,Newport Beach,California,USA,33.6188829,-117.9298493,0,12,0,12,4,100,100,null,null,null,null,,100,100,4,3,0
Industrial,Cemex,San Pedro Garza García,Mexico,USA,25.6573447,-100.4017501,4,12,-5,-5,4,0,100,null,null,null,null,,100,100,4,3,100
Retail,Genesco Inc.,Nasvhill,Tennessee,USA,36.1626638,-86.7816016,6,-5,-5,-5,4,100,100,null,null,null,TRUE,6,100,0,4,3,100
Healthcare,Care Dimensions,Danvers,Massachusetts,USA,42.5750009,-70.932122,2,6,-5,-5,4,100,100,TRUE,null,null,FALSE,,,,,,
Advertising and Creative Services,ustwo,London,,United Kingdom,51.5073509,-0.1277583,16,-5,-5,-5,4,0,100,TRUE,null,TRUE,TRUE,16,,,,,
Technology,Parker-Hannifin Corporation,Cleveland,Ohio,USA,41.49932,-81.6943605,12,12,-5,-5,4,0,100,null,null,null,null,,,,2,4,
Business Services,Capita,London,,United Kingdom,51.5073509,-0.1277583,3,-5,0,-5,4,0,100,null,null,null,null,,,,3,3,
Consumer Goods,Dr Pepper Snapple Group,Plano,Texas,USA,33.0198431,-96.6988856,-5,-5,4,-5,4,0,100,null,null,TRUE,null,4,,,1,4,
Retail,Gymboree,San Francisco,California,USA,37.7749295,-122.4194155,6,-5,-5,-5,4,0,100,null,null,null,null,2,,,3,3,
Nonprofit,ACOG,Washington,DC,USA,38.9071923,-77.0368707,12,12,-5,-5,4,100,100,null,null,null,null,,25,25,,null,25
Legal Services,"Fried, Frank, Harris, Shriver & Jacobson...",New York,New York,USA,40.7127753,-74.0059728,18,-5,5,-5,4,,,null,null,null,null,,32,32,,null,32
Advertising and Creative Services,Valassis,Livonia,Michigan,USA,42.36837,-83.3527097,8,4,-5,-5,4,100,100,null,null,null,null,,16,16,,null,16
Nonprofit,American Councils for International Educ...,Washington,DC,USA,38.9071923,-77.0368707,3,6,-5,-5,4,0,100,TRUE,null,null,FALSE,,25,25,,null,25
Nonprofit,Edwin Gould Services For Children And Fa...,Brooklyn,New York,USA,40.6781784,-73.9441579,0,12,-5,-5,4,100,100,null,null,TRUE,TRUE,,25,25,,null,25
Public Relations,Fleishman-Hillard Inc.,St Louis,Missouri,USA,38.6270025,-90.1994042,6,6,-5,-5,4,67,100,TRUE,null,null,FALSE,,50,0,2,3,0
Nonprofit,IISD,Winnipeg,Manitoba,Canada,49.895136,-97.1383744,1,4,-5,-5,4,0,100,TRUE,TRUE,TRUE,TRUE,,,,,,
Technology,Cerner Corporation,North Kansas City,Missouri,USA,39.1429081,-94.5729781,6,6,1,-5,4,75,75,null,TRUE,null,null,,0,50,4,4,0
Technology,Alarm.com,Vienna,Virginia,USA,38.9012225,-77.2652604,6,6,1,0,4,67,33,FALSE,FALSE,FALSE,FALSE,,0,67,3,4,0
Healthcare,Straumann Group,Basel,,Switzerland,47.5595986,7.5885761,5,7,-5,-5,4,0,100,TRUE,null,null,FALSE,,24,24,,null,24
Healthcare,McGaw Medical Center,Chicago,Illinois,USA,41.8781136,-87.6297982,2,10,2,-5,4,0,100,FALSE,null,null,null,,24,24,,null,24
Business Services,Creative Circle,Seattle,Washington,USA,47.6062095,-122.3320708,6,6,-5,-5,4,100,50,null,null,TRUE,null,,0,100,3,3,0
Government,New Hampshire DHHS,Concord,New Hampshire,USA,43.2081366,-71.5375718,5,7,-5,-5,4,100,100,null,null,null,TRUE,,26,26,,null,26
Consulting Services,Huron Consulting Group,Chicago,Illinois,USA,41.8781136,-87.6297982,12,-5,4,-5,4.1,75,75,null,null,null,TRUE,,0,67,3,4,50
Colleges & Universities,Harvard University,Cambridge,Massachusetts,USA,42.3736158,-71.1097335,12,1,-5,-5,4.1,75,50,null,null,null,TRUE,,0,50,4,3,100
Colleges & Universities,New York University,New York,New York,USA,40.7127753,-74.0059728,6,6,-5,-5,4.1,78,89,null,null,null,null,,0,50,4,3,50
Insurance,Nationwide Mutual Insurance Co.,Columbus,Ohio,USA,39.9611755,-82.9987942,7,5,-5,-5,4.1,62,92,null,null,null,null,,13,100,4,3,38
Technology,Dropbox,San Francisco,California,USA,37.7749295,-122.4194155,20,-5,8,-5,4.1,50,88,null,null,null,null,52,15,15,,null,15
Technology,Salesforce,San Francisco,California,USA,37.7749295,-122.4194155,12,8,12,26,4.1,66,79,null,null,null,null,3,22,69,5,4,66
Government,Sandia National Labs,Albuquerque,New Mexico,USA,35.0853336,-106.6055534,6,6,-5,-5,4.1,82,91,null,null,null,null,,26,26,,null,26
Colleges & Universities,University of Southern California,Los Angeles,California,USA,34.0522342,-118.2436849,11,6,-5,-5,4.1,71,100,TRUE,TRUE,TRUE,TRUE,3.,57,71,4,3,43
Consulting Services,Bain & Company,Boston,Massachusetts,USA,42.3600825,-71.0588801,16,-5,8,2,4.1,89,67,TRUE,null,null,TRUE,3,60,70,4,4,80
Pharmaceutical,Abbott Laboratories,Chicago,Illinois,USA,41.8781136,-87.6297982,7,12,2,-5,4.2,89,100,TRUE,null,null,TRUE,3,0,45,4,3,18
Insurance,Humana Inc.,Louisville,Kentucky,USA,38.2526647,-85.7584557,4,12,4,-5,4.2,67,100,null,FALSE,null,null,,0,60,4,3,60
Technology,Pandora,Copenhagen,Denmark,USA,55.6946679,12.5829435,12,-5,-5,-5,4.2,83,83,null,null,null,null,3,0,60,4,4,40
Retail,Winn Dixie,Jacksonville,Florida,USA,30.3321838,-81.655651,4,24,-5,-5,4.2,67,83,null,null,null,null,,0,100,4,3,100
Technology,Facebook,Menlo Park,California,USA,37.4529598,-122.1817252,16,10,17,-5,4.2,65,88,null,FALSE,null,null,,7,67,4,4,60
Other,United Technologies,Farmington,Connecticut,USA,41.7360305,-72.795027,8,16,4,-5,4.2,76,88,null,FALSE,null,#VALUE!,,9,70,4,4,89
Technology,Linkedin,Sunnyvale,California,USA,37.36883,-122.0363496,11,6,6,6,4.2,60,64,null,null,null,null,,14,86,4,4,71
Financial Services,Charles Schwab,San Francisco,California,USA,37.7749295,-122.4194155,0,12,1,12,4.2,66,81,FALSE,FALSE,FALSE,FALSE,,21,75,4,3,54
Natural Resources,Monsanto Company,St Louis,Missouri,USA,38.6270025,-90.1994042,8,-5,4,-5,4.2,80,100,TRUE,null,null,TRUE,3,28,28,,null,28
Retail,Costco Wholesale,Issaquah,Washington,USA,47.5301011,-122.0326191,12,-5,-5,-5,4.2,64,86,null,null,null,null,1,100,0,3,3,0
Industrial,CH2M Hill,Englewood,Colorado,USA,39.6477653,-104.9877597,6,6,-5,-5,4.3,100,100,TRUE,null,TRUE,TRUE,3,0,67,4,3,0
Natural Resources,Alcoa Inc.,Pittsburgh,Pennsylvania,USA,40.4406248,-79.9958864,-5,12,-5,-5,4.3,43,71,TRUE,null,TRUE,TRUE,12,0,60,4,3,20
Hospitality,Hilton Worldwide Holdings Inc.,McLean,Virginia,USA,38.9338676,-77.1772604,10,-5,2,-5,4.3,63,75,TRUE,null,TRUE,TRUE,4,0,63,5,3,63
Healthcare,Genentech,South San Francisco,California,USA,37.654656,-122.4077498,12,-5,8,-5,4.3,67,100,TRUE,TRUE,TRUE,TRUE,4,0,100,3,3,100
Technology,GoDaddy,Scottsdale,Airzona,USA,33.4941704,-111.9260519,18,6,12,-5,4.3,100,100,TRUE,null,null,FALSE,3,0,100,5,4,100
Financial Services,Simple,Sydney,,Australia,-33.8688197,151.2092955,16,-5,16,-5,4.3,100,67,null,null,null,null,4,0,33,4,3,33
Natural Resources,BASF,Ludwigshafen,,Germany,49.47741,8.44518,6,-5,-5,-5,4.3,78,78,null,null,null,null,2.,0,67,5,3,67
Accounting Services,Ryan LLC,Dallas,Texas,USA,32.7766642,-96.7969879,12,-5,2,2,4.3,100,67,null,null,TRUE,TRUE,,0,100,4,4,100
Healthcare,Apria Healthcare,Lake Forest,California,USA,33.6469437,-117.6861023,-5,12,-5,-5,4.3,67,33,null,null,null,TRUE,12,0,50,4,3,0
Lifestyle,"Avon Products, Inc.",New York,New York,USA,40.7127753,-74.0059728,16,12,8,-5,4.3,89,89,null,FALSE,null,#VALUE!,2,0,36,4,3,27
Legal Services,DLA Piper,London,,United Kingdom,51.5073509,-0.1277583,17,-5,16,16,4.3,75,50,null,null,FALSE,null,52,0,0,2,3,100
Automotive,"CarMax, Inc.",Richmond,Virginia,USA,37.5407246,-77.4360481,6,6,-5,-5,4.3,100,100,null,null,null,null,,0,100,4,3,33
Consulting Services,Protiviti,Menlo Park,California,USA,37.4529598,-122.1817252,12,0,-5,-5,4.3,100,100,null,null,null,null,,0,100,4,4,67
Technology,Black Mountain Systems,San Diego,California,USA,32.715738,-117.1610838,4,-5,-5,-5,4.3,0,67,null,null,TRUE,null,4,15,15,,null,15
Advertising and Creative Services,Intouch Solutions,Overland Park,Kansas,USA,38.9822282,-94.6707917,2,-5,-5,-5,4.3,100,100,TRUE,null,null,TRUE,3,16,16,,null,16
Consulting Services,The Boston Consulting Group,Boston,Massachusetts,USA,42.3600825,-71.0588801,16,5,8,-5,4.3,91,82,FALSE,null,null,TRUE,4,17,80,4,4,85
Real Estate,Greystar,Charleston,South Carolina,USA,32.7764749,-79.9310512,0,12,-5,-5,4.3,67,33,TRUE,null,FALSE,TRUE,,18,18,,null,18
Business Services,Alexander Mann Solutions,London,,United Kingdom,51.5073509,-0.1277583,6,6,-5,-5,4.3,100,75,TRUE,null,null,TRUE,3.,20,40,4,3,0
Advertising and Creative Services,Omnicom Health Group,New York,New York,USA,40.7127753,-74.0059728,8,4,2,-5,4.3,100,75,TRUE,TRUE,TRUE,TRUE,,22,44,4,3,0
Media,Fox News Channel,New York,New York,USA,40.7127753,-74.0059728,8,-5,-5,-5,4.3,0,67,null,null,TRUE,null,8,22,22,,null,22
Technology,Audible,Newark,New Jersey,USA,40.735657,-74.1723667,8,-5,-5,-5,4.3,100,75,TRUE,null,TRUE,TRUE,3,25,100,4,4,100
Retail,Toms Shoes,Los Angeles,California,USA,34.0522342,-118.2436849,8,-5,8,-5,4.3,75,75,null,null,null,null,,27,27,,null,27
Healthcare,Dana-Farber Cancer Institute,Boston,Massachusetts,USA,42.3600825,-71.0588801,0,12,-5,-5,4.3,100,100,TRUE,FALSE,FALSE,FALSE,,33,33,3,3,0
Technology,SAS Institute Inc.,Cary,North Carolina,USA,35.79154,-78.7811169,12,-5,4,-5,4.3,67,100,null,null,null,null,3,33,100,3,4,67
Consulting Services,A.T. Kearney,Chicago,Illinois,USA,41.8781136,-87.6297982,10,-5,2,-5,4.3,100,100,TRUE,null,null,TRUE,2,50,0,3,4,50
Pharmaceutical,Cardinal Health,Dublin,Ohio,USA,40.0992294,-83.1140771,1,11,-5,-5,4.3,67,33,null,null,null,null,3.,50,50,4,3,50
Financial Services,PIMCO,Newport Beach,California,USA,33.6188829,-117.9298493,16,-5,3,-5,4.3,67,67,null,null,null,null,,50,100,4,3,100
Legal Services,WilmerHale,Washington,DC,USA,38.9071923,-77.0368707,18,-5,-5,-5,4.3,67,67,FALSE,null,null,FALSE,4,100,0,2,3,100
Legal Services,"Cravath, Swaine & Moore LLP",New York,New York,USA,40.7127753,-74.0059728,18,-5,4,-5,4.3,100,67,null,null,null,null,4,100,0,3,3,100
Technology,Pinterest,San Francisco,California,USA,37.7749295,-122.4194155,16,-5,-5,-5,4.4,60,100,null,null,null,null,52,0,33,5,4,33
Technology,Booking.com,Amsterdam,,Netherlands,52.3702157,4.8951679,16,26,2,26,4.4,60,80,TRUE,null,null,FALSE,2,20,100,4,4,20
Technology,Box,Red Wood City,California,USA,37.4852152,-122.2363548,14,-5,6,6,4.4,88,88,null,null,null,null,52,25,75,3,4,25
Electronics,"Avnet, Inc.",Phoenix,Arizona,USA,33.4483771,-112.0740373,6,-5,-5,-5,4.5,50,50,TRUE,null,FALSE,TRUE,2,0,100,5,4,100
Healthcare,Biogen,Cambridge,Massachusetts,USA,42.3736158,-71.1097335,12,-5,-5,-5,4.5,50,100,TRUE,null,TRUE,TRUE,3,0,33,5,3,33
Technology,Starry,Boston,Massachusetts,USA,42.3600825,-71.0588801,12,-5,12,-5,4.5,100,100,TRUE,null,null,null,,0,67,4,4,50
Transportation,Alaska Airlines,Kenai,Arkansas,USA,60.5544444,-151.2583333,1,12,2,-5,4.5,0,50,TRUE,null,null,FALSE,3 ,0,100,4,2,0
Information Services,S&P Global Inc,New York,New York,USA,40.7127753,-74.0059728,9,-5,3,-5,4.5,50,50,null,null,null,null,,0,100,4,4,50
Financial Services,Blackstone Group,New York,New York,USA,40.7127753,-74.0059728,16,-5,-5,-5,4.5,50,100,null,null,TRUE,null,16,0,0,3,3,50
Financial Services,"IEX Group, Inc.",New York,New York,USA,40.7127753,-74.0059728,12,-5,4,-5,4.5,100,100,null,null,null,null,4,0,33,5,3,33
Business Services,Bazaarvoice,Austin,Texas,USA,30.267153,-97.7430608,16,4,-5,-5,4.5,100,100,null,null,TRUE,null,,0,100,5,3,50
Business Services,Concentrix,Fremont,California,USA,37.5482697,-121.9885719,-5,-5,-5,4,4.5,100,100,null,null,TRUE,null,4,0,100,5,3,100
Pharmaceutical,Vertex Pharmaceuticals,Boston,Massachusetts,USA,42.3600825,-71.0588801,12,-5,-5,-5,4.5,100,100,null,null,null,null,4,0,100,5,3,50
Technology,Cornerstone OnDemand,Santa Monica,California,USA,34.0194543,-118.4911912,9,5,-5,-5,4.5,100,100,null,null,null,null,,0,100,5,4,100
Transportation,Southwest Airlines Co.,Dallas,Texas,USA,32.7766642,-96.7969879,7,-5,-5,-5,4.5,100,100,null,null,null,null,2,0,100,4,2,0
Consulting Services,"Federal Management Partners (FMP), Inc.",Arlington,Virginia,USA,38.8816208,-77.0909809,12,4,-5,-5,4.5,100,100,null,null,TRUE,TRUE,,0,100,5,4,100
Colleges & Universities,University of Arizona,Tucson,Arizona,USA,32.2217429,-110.926479,6,12,-5,-5,4.5,75,75,null,null,TRUE,null,,0,67,5,3,33
Public Relations,Golin,Chicago,Illinois,USA,41.8781136,-87.6297982,12,-5,-5,-5,4.5,75,100,null,null,TRUE,null,12,0,75,5,3,75
Technology,Rackspace Inc.,Windcrest,Texas,USA,29.515508,-98.3802925,12,-5,4,-5,4.5,100,100,TRUE,TRUE,TRUE,TRUE,3,0,100,4,4,50
Technology,TechTarget,Newton,Massachusetts,USA,42.3370413,-71.2092214,2,0,-5,-5,4.5,100,100,null,null,null,null,,0,100,4,4,0
Technology,"Zendesk, Inc",San Francisco,California,USA,37.7749295,-122.4194155,16,-5,16,-5,4.5,100,100,null,null,null,null,52,15,15,,null,15
Technology,Glassdoor,Mill Valley,California,USA,37.9060368,-122.5449763,12,0,-5,-5,4.5,100,100,null,null,null,null,,15,15,,null,15
Advertising and Creative Services,Rockfish Interactive,Rogers,Arkansas,USA,36.3320196,-94.1185366,10,-5,-5,-5,4.5,100,100,null,null,TRUE,null,10,16,16,,null,16
Pharmaceutical,Astellas Pharma,Tokyo,,Japan,35.6894875,139.6917064,8,-5,2,-5,4.5,50,100,TRUE,null,null,TRUE,,20,20,,null,20
Colleges & Universities,Creighton University,Omaha,Nebraska,USA,41.2523634,-95.9979883,4,-5,-5,-5,4.5,50,100,TRUE,null,null,TRUE,4,20,20,,null,20
Financial Services,Royal Bank of Scotland Group,Edinburgh,,Scotland,55.953252,-3.188267,11,-5,-5,-5,4.5,0,100,null,null,null,null,4,21,21,,null,21
Healthcare,Texas Children's Hospital,Houston,Texas,USA,29.7604267,-95.3698028,0,12,-5,-5,4.5,100,100,null,null,null,null,,24,24,,null,24
Technology,Zynga,San Francisco,California,USA,37.7749295,-122.4194155,26,12,12,-5,4.5,88,75,null,null,TRUE,null,,25,75,4,4,100
Government,The State of Massachusetts,Boston,Massachusetts,USA,42.3600825,-71.0588801,2,8,-5,-5,4.5,100,100,FALSE,null,null,FALSE,,26,26,,null,26
Retail,"L Brands, Inc.",Columbus,Ohio,USA,39.9611755,-82.9987942,6,3,-5,-5,4.5,100,100,null,null,null,null,,27,27,,null,27
Legal Services,Holland & Knight LLP,Miami,Florida,USA,25.7616798,-80.1917902,16,-5,-5,-5,4.5,67,100,null,null,null,null,4,32,32,,null,32
Lifestyle,Jenny Craig Inc.,Carlsbad,California,USA,33.1580933,-117.3505939,0,12,-5,-5,4.5,100,100,TRUE,null,null,FALSE,,,,2,3,
Publishing & Printing,SAGE Publications Inc,Thousand Oaks,California,USA,34.1705609,-118.8375937,0,12,0,12,4.5,50,50,FALSE,null,null,FALSE,,,,2,3,
Legal Services,Covington & Burling LLP,Washington,DC,USA,38.9071923,-77.0368707,18,-5,6,-5,4.5,100,100,null,null,null,null,4,32,32,,null,32
Financial Services,OnDeck,New York,New York,USA,40.7127753,-74.0059728,14,0,3,-5,4.6,100,100,null,FALSE,null,null,,0,86,4,3,86
Financial Services,TrueAccord,San Francisco,California,USA,37.7749295,-122.4194155,7,-5,7,-5,4.6,100,100,null,FALSE,null,#VALUE!,,0,100,5,3,86
Technology,Square,San Francisco,California,USA,37.7749295,-122.4194155,16,-5,16,-5,4.6,100,100,FALSE,null,null,TRUE,52,5,33,4,4,29
Technology,GameChanger,New York,New York,USA,40.7127753,-74.0059728,16,4,12,4,4.6,100,100,null,null,TRUE,TRUE,,15,15,,null,15
Consulting Services,West Monroe Partners,Chicago,Illinois,USA,41.8781136,-87.6297982,10,-5,5,-5,4.6,88,100,TRUE,TRUE,TRUE,TRUE,5,43,100,4,4,100
Financial Services,Hall Capital Partners,San Francisco,California,USA,37.7749295,-122.4194155,7,7,8,-5,4.7,100,100,TRUE,null,TRUE,TRUE,4 ,0,33,4,3,33
"Defense, Air, & Space",Avalex Technologies,Gulf Breeze,Florida,USA,30.3571438,-87.1638574,-5,12,-5,-5,4.7,100,100,FALSE,null,null,FALSE,2 ,0,67,4,3,33
Technology,Meetup Inc.,New York,New York,USA,40.7127753,-74.0059728,16,-5,-5,-5,4.7,100,100,null,null,null,null,5,0,100,5,4,100
Technology,Cloudera Inc.,Pala Alto,California,USA,37.4418834,-122.1430195,13,1,-5,-5,4.7,100,100,null,null,null,null,,0,100,5,4,100
Nonprofit,ACLU,New York,New York,USA,40.7127753,-74.0059728,-5,12,-5,-5,4.7,33,67,null,null,TRUE,null,12,25,25,,null,25
Technology,Ultimate Software,Weston,Florida,USA,26.1003654,-80.3997748,7,1,3,6,4.8,92,100,FALSE,null,null,FALSE,,8,100,5,4,92
Advertising and Creative Services,Bench Craft Company,Portland,Oregon,USA,45.5230622,-122.6764815,0,24,-5,-5,4.8,100,100,FALSE,null,null,FALSE,3 ,25,100,4,3,75
Consumer Goods,Mars Incorporated,McLean,Virginia,USA,38.9338676,-77.1772604,12,0,-5,-5,4.8,100,100,null,null,null,null,,25,50,4,4,50
Healthcare,Moffitt Cancer Center,Tampa,Florida,USA,27.950575,-82.4571776,4,-5,1,-5,5,100,100,TRUE,null,TRUE,TRUE,,0,33,5,3,33
Retail,Anthropologie,Philadelphia,Pennsylvania,USA,39.9525839,-75.1652215,-5,-5,12,-5,5,100,100,TRUE,null,null,TRUE,2,0,100,3,3,100
Consumer Goods,E. & J. Gallo Winery,Modesto,California,USA,37.6390972,-120.9968782,12,4,-5,-5,5,100,100,TRUE,null,null,FALSE,,0,100,5,4,50
Pharmaceutical,Sandoz,Holzkirchen,,Germany,47.8697489,11.6063542,9,0,-5,-5,5,100,100,TRUE,null,null,FALSE,,0,100,5,3,100
Hospitality,Dunkin' Donuts,Canton,Massachusetts,USA,42.1584324,-71.1447732,-5,6,-5,-5,5,100,100,FALSE,null,TRUE,TRUE,6,0,0,5,3,0
Healthcare,Scripps Health,San Diego,California,USA,32.715738,-117.1610838,6,8,4,-5,5,100,100,null,null,TRUE,null,2,0,0,3,3,100
Healthcare,Aeroflow Healthcare,Asheville,North Carolina,USA,35.5950581,-82.5514869,6,-5,2,-5,5,100,100,null,null,null,null,2,0,100,4,3,100
Healthcare,St. Jude Children's Research Hospital,Memphis,Tennessee,USA,35.1495343,-90.0489801,6,6,-5,-5,5,67,100,null,null,null,null,,0,100,3,3,0
Technology,VSCO,Oakland,California,USA,37.8043637,-122.2711137,16,-5,6,-5,5,100,100,null,null,null,null,,0,33,4,4,33
Technology,Asana,San Francisco,California,USA,37.7749295,-122.4194155,12,4,12,12,5,100,100,null,FALSE,null,null,,0,100,4,4,100
Technology,Jaunt VR,San Mateo,California,USA,37.5629917,-122.3255254,16,-5,12,-5,5,100,100,null,FALSE,null,#VALUE!,5 ,0,100,5,4,100
Telecommunications,Midcontinent,Sioux Falls,South Dakota,USA,43.5445959,-96.7311034,-5,12,-5,-5,5,100,100,null,null,TRUE,null,12,0,50,4,3,0
Colleges & Universities,California Institute of Technology,Pasadena,California,USA,34.1477849,-118.1445155,6,-5,-5,-5,5,100,100,null,null,null,null,6,0,0,5,3,0
Technology,Motorola Mobility,Libertyville,Illinois,USA,42.2830786,-87.9531303,24,-5,-5,-5,5,0,100,TRUE,null,TRUE,TRUE,3,15,15,,null,15
Technology,Slack Technologies,Vancouver,British Columbia,Canada,49.2827291,-123.1207375,12,-5,-5,-5,5,100,100,TRUE,null,TRUE,TRUE,12,15,15,,null,15
Technology,FireEye Inc.,Milpitas,California,USA,37.4323341,-121.8995741,22,-5,-5,-5,5,100,100,FALSE,null,null,TRUE,22,15,15,,null,15
Technology,Palantir,Palo Alto,California,USA,37.4418834,-122.1430195,16,36,-5,-5,5,100,100,FALSE,TRUE,TRUE,TRUE,,15,15,,null,15
Technology,"G2 Web Services, LLC",Bellevue,Washington,USA,47.6101497,-122.2015159,6,-5,-5,-5,5,100,100,null,null,null,null,6,15,15,,null,15
Technology,"Mercury Network, LLC",Oklahoma City,Oklahoma,USA,35.4675602,-97.5164276,4,6,-5,-5,5,100,100,null,null,null,null,,15,15,,null,15
Technology,Kyruus,Boston,Massachusetts,USA,42.3600825,-71.0588801,12,-5,-5,-5,5,100,100,null,null,null,null,52,15,15,,null,15
Technology,"iCIMS, Inc.",Holmdel,New Jersey,USA,40.3451095,-74.1840322,-5,12,-5,-5,5,100,100,null,null,null,null,3,15,15,,null,15
Technology,OWNZONES,Los Angeles,California,USA,34.0522342,-118.2436849,0,12,-5,-5,5,100,100,null,null,TRUE,null,,15,15,,null,15
Technology,Buffer,San Francisco,California,USA,37.7749295,-122.4194155,12,52,12,12,5,100,100,null,FALSE,null,#VALUE!,,15,15,,null,15
